,,,Offense,,,,,,,,,Defense,,,,,,,,Disciplinary,,,
Player,Team,Pos,MIN,G,A,S,SOG,CC,P,CR,ACR,INT,TKL,TKLW,BLK,CL,CS,GC,SV,FS,FC,Y,R
Jorrel Hato,NED,D,49.9,0.1,0.1,0.3,0.1,0.3,30.2,0.3,0.2,0.6,0.9,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Jens Petter Hauge,NOR,M,48.8,0.1,0.1,0.6,0.2,0.6,22.2,0.8,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Fredrik Aursnes,NOR,M/D,48.8,0.1,0.1,0.6,0.2,0.6,22.2,0.8,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Kristian Thorstvedt,NOR,M,48.8,0.1,0.1,0.6,0.2,0.6,22.2,0.8,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Thelo Aasgaard,NOR,M,48.8,0.1,0.1,0.6,0.2,0.6,22.2,0.8,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Morten Thorsby,NOR,M,48.8,0.1,0.1,0.6,0.2,0.6,22.2,0.8,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Fredrik Andre Bjorkan,NOR,D,48.8,0.1,0.1,0.4,0.1,0.3,27.7,0.3,0.2,0.5,0.8,0.4,0.3,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Marcus Pedersen,NOR,M/D,48.8,0.1,0.1,0.4,0.1,0.3,27.7,0.3,0.2,0.5,0.8,0.4,0.3,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Leo Ostigard,NOR,D,48.8,0.1,0.1,0.4,0.1,0.3,27.7,0.3,0.2,0.5,0.8,0.4,0.3,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Henrik Falchener,NOR,D,48.8,0.1,0.1,0.4,0.1,0.3,27.7,0.3,0.2,0.5,0.8,0.4,0.3,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Sondre Langas,NOR,D,48.8,0.1,0.1,0.4,0.1,0.3,27.7,0.3,0.2,0.5,0.8,0.4,0.3,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Nicolas Raskin,BEL,M,46.6,0.1,0.1,0.5,0.2,0.5,21.7,0.8,0.3,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Axel Witsel,BEL,M/D,46.6,0.1,0.1,0.5,0.2,0.5,21.7,0.8,0.3,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Hans Vanaken,BEL,M,46.6,0.1,0.1,0.5,0.2,0.5,21.7,0.8,0.3,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Maxim De Cuyper,BEL,M/D,46.6,0.1,0.1,0.3,0.1,0.3,27.0,0.4,0.2,0.5,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Joaquin Seys,BEL,M/D,46.6,0.1,0.1,0.3,0.1,0.3,27.0,0.4,0.2,0.5,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Koni De Winter,BEL,D,46.6,0.1,0.1,0.3,0.1,0.3,27.0,0.4,0.2,0.5,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Arthur Theate,BEL,D,46.6,0.1,0.1,0.3,0.1,0.3,27.0,0.4,0.2,0.5,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Zeno Koen Debast,BEL,M/D,46.6,0.1,0.1,0.3,0.1,0.3,27.0,0.4,0.2,0.5,0.8,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Gustavo Puerta,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Samir El Mourabet,MAR,M,44.8,0.0,0.0,0.4,0.1,0.4,17.6,0.7,0.3,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Ayyoub Bouaddi,MAR,F/M,44.8,0.0,0.0,0.4,0.1,0.4,17.6,0.7,0.3,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Kevin Castano,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Jorge Carrascal,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Jaminton Campaz,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Azzedine Ounahi,MAR,M,44.8,0.0,0.0,0.4,0.1,0.4,17.6,0.7,0.3,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Juan Quintero,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Juan Portilla,COL,M,44.8,0.0,0.0,0.4,0.1,0.5,20.1,0.7,0.2,0.4,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Yerry Mina,COL,D,44.8,0.0,0.0,0.3,0.1,0.2,25.1,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Santiago Arias,COL,M/D,44.8,0.0,0.0,0.3,0.1,0.2,25.1,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Willer Ditta,COL,D,44.8,0.0,0.0,0.3,0.1,0.2,25.1,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Deiver Andres Machado,COL,M/D,44.8,0.0,0.0,0.3,0.1,0.2,25.1,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Redouane Halhal,MAR,D,44.8,0.0,0.0,0.3,0.1,0.2,22.0,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Anass Salah-Eddine,MAR,M/D,44.8,0.0,0.0,0.3,0.1,0.2,22.0,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Zakaria El Ouahdi,MAR,D,44.8,0.0,0.0,0.3,0.1,0.2,22.0,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Nayef Aguerd,MAR,D,44.8,0.0,0.0,0.3,0.1,0.2,22.0,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Youssef Belammari,MAR,D,44.8,0.0,0.0,0.3,0.1,0.2,22.0,0.3,0.1,0.5,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Sebastian Berhalter,USA,M,43.1,0.0,0.0,0.5,0.1,0.5,16.4,13.2,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Giovanni Reyna,USA,F/M,43.1,0.0,0.0,0.4,0.1,0.4,16.4,0.7,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Wataru Endo,JPN,M,43.1,0.0,0.0,0.4,0.1,0.4,17.2,0.8,0.4,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Brenden Aaronson,USA,F/M,43.1,0.0,0.0,0.4,0.1,0.4,16.4,0.7,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Cristian Roldan,USA,M,43.1,0.0,0.0,0.4,0.1,0.4,16.4,0.7,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Kaishu Sano,JPN,M/D,43.1,0.0,0.0,0.4,0.1,0.4,17.2,0.8,0.4,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Max Arfsten,USA,F/M,43.1,0.0,0.0,0.4,0.1,0.4,16.4,0.7,0.3,0.4,1.0,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Yuito Suzuki,JPN,F/M,43.1,0.0,0.0,0.4,0.1,0.4,17.2,0.8,0.4,0.5,1.0,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Shogo Taniguchi,JPN,D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Alex Freeman,USA,D,43.1,0.0,0.0,0.3,0.1,0.2,20.4,0.3,0.2,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Ayumu Seko,JPN,D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Junnosuke Suzuki,JPN,D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Tsuyoshi Watanabe,JPN,D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Yuto Nagatomo,JPN,D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Auston Trusty,USA,D,43.1,0.0,0.0,0.3,0.1,0.2,20.4,0.3,0.2,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Miles Robinson,USA,D,43.1,0.0,0.0,0.3,0.1,0.2,20.4,0.3,0.2,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Joe Scally,USA,D,43.1,0.0,0.0,0.3,0.1,0.2,20.4,0.3,0.2,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Yukinari Sugawara,JPN,M/D,43.1,0.0,0.0,0.3,0.1,0.2,21.4,0.3,0.2,0.5,0.8,0.5,0.2,1.3,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Gilberto Mora,MEX,F/M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,7.5,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Obed Vargas,MEX,M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Juan Sanabria,URU,M/D,42.2,0.0,0.0,0.5,0.1,0.5,17.0,8.9,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Cesar Huerta,MEX,F/M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Luis Romo,MEX,M/D,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Edson Alvarez,MEX,M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Giorgian De Arrascaeta,URU,M,42.2,0.0,0.0,0.5,0.1,0.5,17.0,11.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Orbelin Pineda,MEX,F/M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Luis Chavez,MEX,M,42.2,0.0,0.0,0.5,0.1,0.5,16.0,0.7,0.2,0.5,0.9,0.5,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Djibril Sow,SUI,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Denis Zakaria,SUI,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Rodrigo Zalazar,URU,M,42.2,0.0,0.0,0.4,0.1,0.5,17.0,3.4,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Christian Fassnacht,SUI,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Emiliano Martinez,URU,M/D,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Nicolas De La Cruz,URU,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Ardon Jashari,SUI,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Johan Manzambi,SUI,M,42.2,0.0,0.0,0.4,0.1,0.4,17.0,0.7,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Mateo Chavez,MEX,M/D,42.2,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Israel Reyes,MEX,M/D,42.2,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.5,0.8,0.4,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Sebastian Caceres,URU,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Eray Comert,SUI,M/D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Santi Bueno,URU,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Aurele Amenda,SUI,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Luca Jaquez,SUI,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Miro Muheim,SUI,M/D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Joaquin Piquerez Moreira,URU,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Matias Vina,URU,D,42.2,0.0,0.0,0.3,0.1,0.2,21.2,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Kristijan Jakic,CRO,M/D,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Luka Sucic,CRO,M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Martin Baturina,CRO,M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,4.3,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Petar Sucic,CRO,M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Toni Fruk,CRO,F/M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Nikola Moro,CRO,M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Nikola Vlasic,CRO,F/M,41.3,0.0,0.0,0.5,0.1,0.4,16.5,0.7,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Orkun Kokcu,TUR,M,41.3,0.0,0.0,0.5,0.1,0.5,16.0,3.4,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Irfan Can Kahveci,TUR,M,41.3,0.0,0.0,0.4,0.1,0.4,16.0,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Salih Ozcan,TUR,M,41.3,0.0,0.0,0.4,0.1,0.4,16.0,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Kendry Paez,ECU,M,41.3,0.0,0.0,0.4,0.1,0.4,16.8,0.6,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Lamine Camara,SEN,M,41.3,0.0,0.0,0.4,0.1,0.4,16.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Denil Castillo,ECU,M,41.3,0.0,0.0,0.4,0.1,0.4,16.8,0.6,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Can Uzun,TUR,F/M,41.3,0.0,0.0,0.4,0.1,0.4,16.0,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Jordy Alcivar,ECU,M,41.3,0.0,0.0,0.4,0.1,0.5,16.8,8.0,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Pape Sarr,SEN,M,41.3,0.0,0.0,0.4,0.1,0.4,16.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Pathe Ciss,SEN,M,41.3,0.0,0.0,0.4,0.1,0.4,16.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Bara Sapoko Ndiaye,SEN,M,41.3,0.0,0.0,0.4,0.1,0.4,16.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Elliot Stroud,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Lucas Bergvall,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Besfort Zeneli,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Taha Ali,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Herman Johansson,SWE,F/M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Mattias Svanberg,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Ken Sema,SWE,M,41.3,0.0,0.0,0.4,0.1,0.4,13.8,0.7,0.3,0.5,0.9,0.4,0.1,0.7,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Ismail Jakobs,SEN,M/D,41.3,0.0,0.0,0.3,0.1,0.2,20.3,16.4,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Marin Pongracic,CRO,D,41.3,0.0,0.0,0.3,0.1,0.2,20.5,0.3,0.1,0.6,0.7,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Martin Erlic,CRO,D,41.3,0.0,0.0,0.3,0.1,0.2,20.5,0.3,0.1,0.6,0.7,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Josip Sutalo,CRO,D,41.3,0.0,0.0,0.3,0.1,0.2,20.5,0.3,0.1,0.6,0.7,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Abdoulaye Seck,SEN,D,41.3,0.0,0.0,0.3,0.1,0.2,20.3,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Antoine Mendy,SEN,D,41.3,0.0,0.0,0.3,0.1,0.2,20.3,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Jackson Porozo,ECU,D,41.3,0.0,0.0,0.3,0.1,0.2,21.0,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Eren Elmali,TUR,D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Mamadou Sarr,SEN,D,41.3,0.0,0.0,0.3,0.1,0.2,20.3,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Angelo Preciado,ECU,M/D,41.3,0.0,0.0,0.3,0.1,0.2,21.0,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Yaimar Medina,ECU,D,41.3,0.0,0.0,0.3,0.1,0.2,21.0,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Samet Akaydin,TUR,D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Caglar Soyuncu,TUR,D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Kaan Ayhan,TUR,M/D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Mert Muldur,TUR,D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Felix Torres,ECU,D,41.3,0.0,0.0,0.3,0.1,0.2,21.0,0.3,0.1,0.6,0.8,0.5,0.2,1.4,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Ozan Kabak,TUR,D,41.3,0.0,0.0,0.3,0.1,0.2,20.0,0.3,0.1,0.6,0.8,0.5,0.2,1.7,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Julio Enciso,PAR,F/M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,8.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Paul Wanner,AUT,F/M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Carney Chukwuemeka,AUT,F/M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Patrick Wimmer,AUT,F/M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Christoph Baumgartner,AUT,M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Florian Grillitsch,AUT,M/D,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Alessandro Schopf,AUT,M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.4,0.9,0.3,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Kaku,PAR,F/M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Braian Ojeda,PAR,M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Matias Galarza,PAR,M,40.3,0.0,0.0,0.4,0.1,0.4,13.3,0.6,0.2,0.5,0.9,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Alexander Prass,AUT,M,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
David Affengruber,AUT,D,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Michael Svoboda,AUT,D,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Stefan Posch,AUT,D,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Marco Friedl,AUT,D,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
